935218	Bras de Saint-Paul	Bras de Saint-Paul		-21.17265	55.44485	H	STM	RE		00				0		949	Indian/Reunion	2011-04-19
935219	Baie de Saint-Paul	Baie de Saint-Paul	Baie de Saint-Paul,Grande Rade,Saint Paul Bay	-20.9937	55.26446	H	BAY	RE		00				0		-9999	Indian/Reunion	2012-01-18
935220	Arrondissement de Saint-Paul	Arrondissement de Saint-Paul		-21.08333	55.33333	A	ADM3	RE		RE	974	9744		202862		1244	Indian/Reunion	2010-09-18
935221	Saint-Paul	Saint-Paul	Saint-Paul	-21.00963	55.27071	P	PPL	RE		RE	974	9744	97415	99307		12	Indian/Reunion	2012-01-18
935222	Plaine Saint-Louis	Plaine Saint-Louis		-21.26667	55.43333	T	PLN	RE		00				0		162	Indian/Reunion	1993-12-22
935223	Saint-Louis	Saint-Louis	Saint-Louis,Sen-Lui,Сен-Луи	-21.28585	55.41124	P	PPL	RE		RE	974	9742	97414	47881		40	Indian/Reunion	2012-01-18
935224	Brûlé de Saint-Leu	Brule de Saint-Leu		-21.15496	55.3785	T	LAVA	RE		00				0		1992	Indian/Reunion	2011-04-19
935225	Saint-Leu	Saint-Leu	Saint-Leu,Sankt-Leu,Санкт-Леу	-21.17059	55.28824	P	PPL	RE		RE	974	9744	97413	28278		10	Indian/Reunion	2012-01-18
935226	Pointe Saint-Joseph	Pointe Saint-Joseph		-21.38614	55.60995	T	PT	RE		00				0		15	Indian/Reunion	2011-04-19
935227	Saint-Joseph	Saint-Joseph	Saint-Joseph,Sent-Dzhozef,Сент-Джозеф	-21.37839	55.61918	P	PPL	RE		RE	974	9742	97412	33694		42	Indian/Reunion	2012-01-18
935228	Petite Rivière Saint-Jean	Petite Riviere Saint-Jean		-20.92614	55.62989	H	STM	RE		00				0		12	Indian/Reunion	2011-04-19
935229	Grande Rivière Saint-Jean	Grande Riviere Saint-Jean	Grande Riviere Saint-Jean,Grande Rivière Saint-Jean,Riviere Saint Jean,Rivière Saint Jean	-20.91049	55.62948	H	STM	RE		00				0		6	Indian/Reunion	2012-01-18
935230	Saint-Gilles-les Hauts	Saint-Gilles-les Hauts		-21.05048	55.26499	P	PPL	RE		RE	974	9744	97415	0		353	Indian/Reunion	2016-06-22
935231	Saint-Gilles-les Bains	Saint-Gilles-les Bains	Saint Gilles,Saint-Gilles-les Bains	-21.05438	55.2285	P	PPL	RE		RE	974	9744	97415	0		19	Indian/Reunion	2016-06-22
935232	Ravine Saint-Gilles	Ravine Saint-Gilles	Ravine Saint-Gilles,Ravine de Saint Gilles	-21.05487	55.22286	H	STM	RE		00				0		4	Indian/Reunion	2012-01-18
935233	Bras Saint-Gilles	Bras Saint-Gilles		-21.03333	55.28333	H	STM	RE		00				0		420	Indian/Reunion	1993-12-22
935234	Ravine de Saint-François	Ravine de Saint-Francois	Ravine Saint Francois,Ravine Saint François,Ravine de Saint-Francois,Ravine de Saint-François,Riviere Saint Francois,Rivière Saint François	-21.06413	55.732	H	STM	RE		00				0		10	Indian/Reunion	2012-01-18
935235	Premier Bras Saint-François	Premier Bras Saint-Francois		-21.08333	55.68333	H	STM	RE		00				0		345	Indian/Reunion	1993-12-22
935236	Mornes de Saint-François	Mornes de Saint-Francois	Mornes Saint Francois,Mornes de Saint-Francois,Mornes de Saint-François	-21.13718	55.64943	T	PK	RE		RE	974	9743	97406	0		1211	Indian/Reunion	2016-06-22
935237	Morne Saint-François	Morne Saint-Francois		-20.93859	55.45564	T	MT	RE		RE	974	9741	97411	0		672	Indian/Reunion	2016-06-22
935238	Deuxième Bras Saint-François	Deuxieme Bras Saint-Francois		-21.06667	55.7	H	STM	RE		00				0		142	Indian/Reunion	1993-12-22
935239	Saint-François	Saint-Francois		-21.06722	55.73475	P	PPL	RE		RE	974	9743	97410	0		7	Indian/Reunion	2016-06-22
935240	Saint-François	Saint-Francois		-20.91861	55.45859	P	PPL	RE		RE	974	9741	97411	0		493	Indian/Reunion	2016-06-22
935241	Rivière Saint-Étienne	Riviere Saint-Etienne	Riviere Saint-Etienne,Riviere de Saint Etienne,Rivière Saint-Étienne,Rivière de Saint Etienne	-21.30156	55.40305	H	STM	RE		00				0		3	Indian/Reunion	2012-01-18
935242	Canal Saint-Étienne	Canal Saint-Etienne	Canal Etienne,Canal Saint-Etienne,Canal Saint-Étienne	-21.29416	55.43972	H	CNL	RE		00				0		81	Indian/Reunion	2012-01-18
935243	Plateau Sainte-Thérèse	Plateau Sainte-Therese		-20.96523	55.35213	T	UPLD	RE		00				0		539	Indian/Reunion	2011-04-19
935244	Sainte-Thérèse	Sainte-Therese		-20.94928	55.34251	P	PPL	RE		RE	974	9744	97408	0		212	Indian/Reunion	2016-06-22
935245	Rivière Sainte-Suzanne	Riviere Sainte-Suzanne	Bras Sainte Suzanne,Riviere Sainte-Suzanne,Rivière Sainte-Suzanne	-20.90771	55.61578	H	STM	RE		00				0		101	Indian/Reunion	2012-01-18
935246	Bras de Sainte-Suzanne	Bras de Sainte-Suzanne		-21.1858	55.53016	H	STM	RE		00				0		610	Indian/Reunion	2011-04-19
935247	Bras Sainte-Suzanne	Bras Sainte-Suzanne	Bras Sainte-Suzanne,Bras de Sainte Suzanne	-20.98333	55.38333	H	STM	RE	RE	00				0		1028	Indian/Reunion	2012-01-18
935248	Sainte-Suzanne	Sainte-Suzanne	Sainte-Suzanne	-20.90614	55.60886	P	PPL	RE		RE	974	9741	97420	20530		10	Indian/Reunion	2012-01-18
935249	Piton de Sainte-Rose	Piton de Sainte-Rose		-21.19946	55.73079	T	PK	RE		RE	974	9743	97419	0		1851	Indian/Reunion	2016-06-22
935250	Brûlé de Sainte-Rose	Brule de Sainte-Rose	Brule de Sainte-Rose,Brûlé de Sainte-Rose,Petit Brule de Sainte Rose	-21.14364	55.77125	T	LAVA	RE		00				0		363	Indian/Reunion	2012-01-18
935251	Sainte-Rose	Sainte-Rose	Sainte-Rose	-21.12983	55.79629	P	PPL	RE		RE	974	9743	97419	7035		41	Indian/Reunion	2012-01-18
935252	Rivière Sainte-Marie	Riviere Sainte-Marie		-20.88333	55.55	H	STM	RE		00				0		84	Indian/Reunion	1993-12-22
935253	Pointe Sainte-Marie	Pointe Sainte-Marie		-20.89145	55.55781	T	PT	RE		00				0		9	Indian/Reunion	2011-04-19
935254	Bras Sainte-Marie	Bras Sainte-Marie	Bras Sainte-Marie,Riviere Sainte-Marie,Rivière Sainte-Marie	-20.89523	55.54793	H	STM	RE		00				0		126	Indian/Reunion	2012-01-18
935255	Sainte-Marie	Sainte-Marie	Sainte-Marie,Sent-Mari,Сент-Мари	-20.89684	55.5496	P	PPL	RE		RE	974	9741	97418	31636		8	Indian/Reunion	2012-01-18
935256	Bras Sainte-Marguerite	Bras Sainte-Marguerite	Bras Sainte-Marguerite,Riviere Sainte Marguerite,Rivière Sainte Marguerite	-21.07368	55.73919	H	STM	RE		00				0		12	Indian/Reunion	2012-01-18
935257	Sainte-Clotilde	Sainte-Clotilde	Sainte-Clotilde	-20.89161	55.47872	P	PPL	RE		RE	974	9741	97411	0		36	Indian/Reunion	2016-06-22
